id,name,water_usage_ton,water_boundary,intensity_water,intensity_water_unit,water_ISO
2388,威盛,19880.00 ,威盛台北總公司,2.1300 ,百萬元營業額,GRI STANDARDS / AA1000 TYPE1
2390,云辰,N/A,N/A,N/A,N/A,N
2392,正崴,3200.00 ,母公司及主要生產基地之子公司,0.0240 ,百萬元營業額,N
2393,億光,684.70 ,總部、苑裡廠、銅鑼廠、蘇州吳江廠、廣東中山廠,0.0002 ,產量,N
2395,研華,361640.00 ,邊界範疇包含研華台灣(瑞光、陽光、林口、東湖)、中國昆山廠區、日本廠區、韓國廠區、美國廠區及歐洲廠區,5.2606 ,百萬元營業額,AA1000
2397,友通,22155.00 ,友通資訊之組織邊界設定以營運控制權為主，友通包括汐止遠雄總部、新店辦公室及桃園工廠。,N/A,N/A,N
2399,映泰,276.00 ,110年1-12月每月平均用水噸數,N/A,N/A,N
2401,凌陽,29240.00 ,僅母公司,4.3603 ,百萬元營業額,N
2402,毅嘉,127488.99 ,母公司,24.8241 ,百萬元營業額,N
2404,漢唐,10.30 ,母公司,0.2140 ,百萬元營業額,N
2405,輔信,4999.00 ,母公司,N/A,N/A,N
2406,國碩,51450.00 ,國碩二廠和國碩新豐廠,0.0550 ,千元營業額,N
2408,南亞科,3387740.00 ,母公司,3.1100 ,千顆晶粒,ISO 14001
2409,友達,21546.86 ,全球營運據點,0.4500 ,產品,ISO46001
2412,中華電,2175.00 ,2022年ESG永續報告書,N/A,N/A,2022年ESG永續報告書
2413,環科,26348.00 ,母公司,5.4506 ,百萬元營業額,N
2414,精技,4754.00 ,僅母公司,0.2148 ,百萬元營業額,N
2415,錩新,421804.00 ,母公司+錩新科技(越南)公司,421804.0000 ,百萬元營業額,N
2417,圓剛,7110.00 ,母公司,0.0030 ,百萬公升用水量/坪,N
2419,仲琦,42409.00 ,新竹總部+海外據點(蘇州，越南),102.3400 ,百萬元營業額,N
2420,新巨,18411.00 ,母公司,6.9700 ,百萬元營業額,N
2421,建準,311181.00 ,高雄總部及工廠、昆山廣興電子有限公司、北海建準電子有限公司、北海立準電子有限公司、Sunon Electronics Philippines Corp,0.0221 ,百萬元營業額,N
2423,固緯,11429.00 ,母公司,N/A,N/A,N
2424,隴華,N/A,N/A,N/A,N/A,N
2425,承啟,N/A,N/A,N/A,N/A,N
2426,鼎元,772188.00 ,僅母公司,350.4600 ,百萬元營業額,N
2427,三商電,2313.00 ,總公司及桃園倉庫,7.2965 ,員工人數,N
2428,興勤,393410.00 ,本公司所有廠區及子公司元耀科技股份有限公司、興勤(常州)電子有限公司、東莞為勤電子有限公司、興勤(宜昌)電子有限公司及江西興勤電子有限公司,0.0404 ,KPCS產品,N
2429,銘旺科,31360.00 ,僅母公司,N/A,N/A,N
2430,燦坤,N/A,N/A,N/A,N/A,N
2431,聯昌,N/A,N/A,N/A,N/A,N
2432,倚天酷碁-創,610.00 ,僅申報公司,0.3700 ,百萬元營業額,N
2433,互盛電,2251.79 ,僅母公司,0.0016 ,千元營業額,N
2434,統懋,17366.00 ,母公司,364.4415 ,百萬元營業額,N
2436,偉詮電,0.94 ,新竹廠區,0.0003 ,百萬元營業額,N
2438,翔耀,N/A,N/A,N/A,N/A,N
2439,美律,372084.17 ,母公司與部分合併財務報表之子公司,68.7908 ,員工人數,N
2440,太空梭,N/A,N/A,N/A,N/A,N
2441,超豐,1106755.00 ,公義廠及頭份廠,69.3877 ,百萬元營業額,N
2442,新美齊,7062.00 ,111年新美齊新建工程建案,N/A,N/A,N
2443,昶虹,10.00 ,母公司,N/A,N/A,N
2444,兆勁,31954.00 ,母公司,0.0002 ,百萬元營業額,N
2449,京元電子,3280000.00 ,包含合併財務報表之母子公司,8917.0000 ,億元,ISO 46001
2450,神腦,8.79 ,2022年盤查範疇為新店總公司共10間辦公室。,0.0252 ,公噸/人,N
2451,創見,28380.00 ,僅母公司,2.3411 ,百萬元營業額,N
2453,凌群,10000.00 ,母公司,1.7622 ,百萬元營業額,N
2454,聯發科,485629.00 ,僅母公司,39.3700 ,母公司員工人數,N
2455,全新,77199.00 ,平鎮廠、平鎮二廠,77199.0000 ,產品,N
2457,飛宏,13.67 ,母公司,0.0210 ,百萬公升/人,N
2458,義隆,19735.00 ,義隆電子(新竹)、義晶、義碩,31.3400 ,每年每人,AA1000
2459,敦吉,6636.00 ,母公司及子公司敦吉檢測科技股份有限公司台北商辦大樓,N/A,N/A,N
2460,建通,N/A,N/A,N/A,N/A,N
2461,光群雷,11543.00 ,僅母公司,6.5700 ,百萬元營業額,N
2462,良得電,N/A,N/A,N/A,N/A,N
2464,盟立,N/A,N/A,N/A,N/A,N
2465,麗臺,3553.00 ,工廠,N/A,N/A,N
2466,冠西電,10774.00 ,母公司宜蘭廠,0.0172 ,仟元營業額,N
2467,志聖,14615.00 ,母公司,N/A,N/A,N
2468,華經,1580.00 ,包含合併財務報表之母子公司,N/A,N/A,N
2471,資通,7610.00 ,主要來源為辦公室同仁基本之民生用水。,N/A,N/A,N
2472,立隆電,319741.00 ,立隆、立隆惠州、立隆蘇州,N/A,N/A,N
2474,可成,2020430.00 ,僅母公司台南廠區自來水總用量與回收水錶,273.0311 ,百萬元營業額,N
2476,鉅祥,N/A,N/A,N/A,N/A,N
2477,美隆電,5472.00 ,111/01/01~111/12/31母公司,0.0017 ,千元營業額,N
2478,大毅,279913.00 ,母公司,55.8010 ,百萬元營業額,N
2480,敦陽科,1474.00 ,新竹總公司,0.2200 ,百萬元營業額,N
2481,強茂,301439.00 ,岡山廠,34.0400 ,營業額,N
2482,連宇,5685.00 ,母公司,N/A,N/A,N
2483,百容,73750.00 ,僅母公司,N/A,N/A,N
2484,希華,76704.00 ,母公司,25.1900 ,百萬元營業額,N
2485,兆赫,48292.00 ,僅母公司,0.0073 ,千元營業額,N
2486,一詮,159296.00 ,111年度自來水水費通知單,0.0584 ,千元營業額,N
2488,漢平,7390.00 ,2022年自來水公司帳單,2.3950 ,百萬元營業額,N
2489,瑞軒,94655.00 ,包含合併財務報表之母子公司,5.7900 ,百萬元營業額,N
2491,吉祥全,776.00 ,母子公司,N/A,N/A,N
2492,華新科,2293.00 ,母公司及主要生產基地之子公司(東莞/蘇州/廣州),0.0030 ,產品,N
2493,揚博,N/A,N/A,N/A,N/A,N
2495,普安,1640.00 ,僅母公司,N/A,N/A,N
2496,卓越,N/A,N/A,N/A,N/A,N
2497,怡利電,24587.00 ,111年度整年用水量,0.0113 ,千元營業額,N
2498,宏達電,85260.00 ,範圍以HTC台灣區域為主，涵蓋所有HTC在台灣執行營運的母子公司組織範疇,46.5902 ,公噸/平均每人/年,AA1000
2501,國建,1743.00 ,僅母公司,10.8900 ,員工人數,N
2504,國產,176970.00 ,總公司、汐止廠、台中廠及台南廠,N/A,N/A,N
2505,國揚,N/A,N/A,N/A,N/A,N
2506,太設,1710.00 ,僅執行中工地,1710.0000 ,"千元營業額653,954=0.0026",N
2509,全坤建,N/A,N/A,N/A,N/A,N
2511,太子,255930.00 ,母公司,2.5800 ,平方公尺(樓地板面積為99149.5平方公尺),N
2514,龍邦,N/A,N/A,N/A,N/A,N
2516,新建,60195.00 ,母公司,8.7800 ,百萬元營業額,N
2520,冠德,1533.00 ,111年,0.0713 ,百萬元營業額,N
2524,京城,N/A,N/A,N/A,N/A,N
2527,宏璟,154686.00 ,包含合併財務報表之母子公司,413.6000 ,員工及商場承租戶員工人數,N
2528,皇普,N/A,N/A,N/A,N/A,N
2530,華建,1287.63 ,合併財務報表之母子公司,0.4600 ,樓地板面積(平方公尺),SASB IF-RE-140a.1 Water Management
2534,宏盛,N/A,N/A,N/A,N/A,N
2535,達欣工,1902.00 ,母公司營運總部,0.1107 ,百萬元營業額,N
2536,宏普,3.82 ,總公司大樓分攤用水量,0.5500 ,百萬元營業額,N
2537,聯上發,N/A,N/A,N/A,N/A,N
2538,基泰,N/A,N/A,N/A,N/A,N
2539,櫻花建,61880.00 ,母公司,0.1100 ,樓地板面積,N
2540,愛山林,N/A,N/A,N/A,N/A,N
2542,興富發,2586.00 ,母公司,0.1087 ,百萬元營業額,N
2543,皇昌,N/A,N/A,N/A,N/A,N
2545,皇翔,N/A,N/A,N/A,N/A,N
2546,根基,58461.00 ,總公司及工程專案,4.1156 ,百萬元營業額,N
2547,日勝生,32046.00 ,日勝生/日鼎水務/萬達通,13.9400 ,日勝生：噸/人,N
2548,華固,1299.00 ,僅母公司辦公室,0.0880 ,百萬元營業額,N
2597,潤弘,694236.00 ,冬山廠冷卻用水,N/A,N/A,N
2601,益航,944.85 ,合併財務報表之母子公司,N/A,N/A,N
2603,長榮,153436.00 ,海上船舶及陸上營運據點,N/A,N/A,N
2605,新興,N/A,N/A,N/A,N/A,N
2606,裕民,1.47 ,船舶艙底水及排泄汙水,0.0000 ,千元營業額,DNV VeriSustain 中度保證等級
2607,榮運,N/A,N/A,N/A,N/A,N
2608,嘉里大榮,161088.79 ,嘉里大榮物流組織全部(僅母公司),15.9900 ,百萬元營業額,N
2609,陽明,36662.00 ,七堵總公司、基隆分公司(含基隆陽明貨櫃場)、高雄分公司(含70號碼頭)、台灣營業部、梧棲辦公室,0.0001 ,仟元個體營業收入,VeriSustain TM中度保證等級
2610,華航,99207.00 ,以母公司為主體（但包含企業總部、修護廠區、台灣地區作業區域與分公司，母數範圍較同業廣）,0.6580 ,百萬元營業額,ISO 14001
2611,志信,N/A,N/A,N/A,N/A,N
2612,中航,16769.00 ,合併財務報表之母子公司,3.8025 ,百萬元營業額,N
2613,中櫃,21867.00 ,本公司內部統計資料,N/A,N/A,N
2614,東森,16911.00 ,僅母公司,11.4300 ,百萬元營業額,N
2615,萬海,205401.77 ,母公司(萬海船隊、台中高雄碼頭和台灣辦公室),0.7900 ,百萬元營業額,N
2616,山隆,N/A,N/A,N/A,N/A,N
2617,台航,1550.00 ,含母子公司,N/A,N/A,N
2618,長榮航,131859.00 ,僅母公司,0.5500 ,總用水/樓地板面積,ISO14001環境管理系統
2630,亞航,52706.00 ,"本公司廠區(松山、台中、台南
(含歸仁)、屏東)所使用之用水量。",12.9530 ,百萬營業額,N
2633,台灣高鐵,653423.00 ,全公司,0.0120 ,平均服務每名旅客,N
2634,漢翔,1475090.00 ,母公司,48.7762 ,百萬元營業額,N
2636,台驊投控,N/A,N/A,N/A,N/A,N
2637,慧洋-KY,1939.00 ,母公司總部辦公大樓,0.0800 ,百萬元營業額,N
2642,宅配通,58667.00 ,台灣宅配通股份有限公司,N/A,N/A,N
2645,長榮航太,N/A,N/A,N/A,N/A,N
2701,萬企,28500.00 ,以萬華企業為主體,125.5500 ,百萬元營業額,N
2702,華園,2816.00 ,僅為母公司,21990.0000 ,千元營業額,N
2704,國賓,457389.00 ,2022/1/1~2022/12/31以國賓大飯店為主體，包含台北、新竹、高雄三館,0.3156 ,千元營業額,N
2705,六福,953755.00 ,母公司之主要營運地，包含總公司及南港分公司,0.5721 ,千元營業額,N
2706,第一店,11110.00 ,臺北市中山區的第一大飯店,38.1787 ,百萬元營業額,N
2707,晶華,408154.00 ,台北晶華,134.8370 ,百萬元營業額,N
2712,遠雄來,151218.00 ,母公司,283.7111 ,百萬元營業額,N
2722,夏都,166020.00 ,母公司,N/A,N/A,N
2723,美食-KY,N/A,N/A,N/A,N/A,N
2727,王品,2373234.78 ,含王品、王莆(子公司)、群品(子公司),13023.3400 ,每年,N
2731,雄獅,N/A,N/A,N/A,N/A,N
2739,寒舍,798425.00 ,母公司,0.2410 ,仟元營業額,N
2748,雲品,343230.76 ,母公司,5.9866 ,總樓地板面積m2,N
2753,八方雲集,277006.00 ,母公司及台灣子公司,51.1100 ,百萬元營業額,N
2801,彰銀,147532.00 ,母公司之國內全數營運據點,4.3216 ,百萬元營業額,ISO 46001
2809,京城銀,18707.00 ,母公司,3.7400 ,單位淨收益用水量(度/百萬元),N
2812,台中銀,11856.30 ,盤查邊界包含總行民權大樓、民族大樓、南台中分行及員訓中心,N/A,N/A,N
2816,旺旺保,10896.00 ,總公司及15家分公司,9.8000 ,人,N
2820,華票,2443.00 ,總公司與5家分公司,N/A,N/A,N
2832,台產,11703.00 ,總分公司,11703.0000 ,百萬元營業額,N
2834,臺企銀,168150.89 ,國內外營業據點及合併報表子公司，共169處據點。,30.8000 ,"169處據點員工人數共5,460人。",ISO 14001
2836,高雄銀,22092.29 ,母公司,5.6700 ,百萬元營業額,N
2838,聯邦銀,64454.58 ,全行各單位,4.8300 ,百萬元營業額,N
2845,遠東銀,66932.00 ,母公司+2家子公司(遠銀資產+遠榮租賃),26.1200 ,人,N
2849,安泰銀,38503.00 ,僅母公司共53個據點,N/A,N/A,N
2850,新產,6039.45 ,全公司,0.2696 ,服務,N
2851,中再保,2424.00 ,母公司,0.1100 ,百萬元營業額,N
2852,第一保,7820.00 ,總公司,9.1400 ,員工人數,N
2855,統一證,13839.00 ,總部大樓,21.0900 ,人均用水量,N
2867,三商壽,152900.00 ,全公司,1.3945 ,百萬元營業額,N
2880,華南金,303443.00 ,包含合併財務報表之母子公司及孫公司,5.6500 ,百萬元營業額,ISO 46001
2881,富邦金,531475.00 ,包含富邦金控及子公司富邦人壽、台北富邦銀行、富邦產險、富邦證券、日盛銀行(2023/4併入北富銀)、日盛證券(2023/4併入富邦證券)、富邦期貨、富邦育樂、富邦運動場館、富邦投信、富邦投顧、北富銀創投、富銀香港、富邦華一銀行。,13.1200 ,員工人數,N
2882,國泰金,608227.88 ,包含集團(金控、人壽、銀行、產險、證券、投信、投顧、創投、期貨、私募)之國內據點,13.3400 ,總員工數 (度/每人),ISO 46001
2883,開發金,214610.00 ,開發金控所有據點及中國人壽北京代表處，未涵蓋包含中國人壽國內所有通訊處及海外子公司所有據點,N/A,N/A,AA1000 Type II
2884,玉山金,248326.00 ,100%持有合併財務報表之母子公司,4.5310 ,百萬元營業額,ISO 14046、ISO 46001
2885,元大金,167040.00 ,合併財務報表之母子公司(全台灣營業據點),636.2700 ,單位面積,ISO14046
2886,兆豐金,183047.00 ,包含合併財務報表母子公司之國內所有據點,20.8400 ,國內員工人數,ISAE 3000
2887,台新金,141493.84 ,台新金控的用水量以銀行為計算基礎，依銀行佔全金控的員工數比例推估。,2.1300 ,百萬元營業額,永續報告書資訊委由BSI查證，取得GRI Standards準則-核心選項與AA1000AS v3第二類型中度保證等級查證
2888,新光金,380424.00 ,包含合併財務報表之母子公司,3.7700 ,百萬元營業額,ISO 14046
2889,國票金,28418.00 ,"涵蓋包含合併財務報表之母子公司，包括國票金融控股公司、國際票券金融股份有限公司、國票綜合證券股份有限公司、國票證券投資顧問股份有限公司、國票期貨股份有限公司、國票證創業投資股份有限公司、國票創業投資股份有限公司、國旺國際融資租賃有限公司、IBF Financial Holding Co., Ltd.，共計48個據點。",4.8700 ,佰萬元淨收益,N
2890,永豐金,173369.00 ,金控及旗下5家主要子公司（永豐銀行、永豐金證券、永豐投信、永豐金租賃、永豐創業投資)之國內外所有營運據點納入統計範疇(與合併財報數據邊界一致)。,17.8400 ,每人,AA1000 ASv3第二類型高度保證等級
2891,中信金,359512.00 ,中信金控、中信銀行(國內據點)、及以下子公司總部：台灣彩券、中信保全、台灣人壽、中信AMC、中信創投、中信投信、中信證券。2020年起，用水量盤查範疇扣除中國信託金融園區之商家用水量。,24.6800 ,人,N
2892,第一金,213770.00 ,涵蓋範圍為第一銀行國內全數營運據點及證券、投信、人壽、AMC之總公司與國內分支機構。,23.4000 ,員工人數,ISO 46001
2897,王道銀行,14916.00 ,母公司全台營運據點,1.6500 ,每百萬元淨收益,ISO 14001
2901,欣欣,53936.00 ,1度=1頓,78.4500 ,百萬元營業額,N
2903,遠百,2075.67 ,僅母公司,3641.5000 ,億元營業額,ISO 14046:2014
2904,匯僑,17777.00 ,臺中港&#11972;&#12038;及&#11972;五槽區,N/A,N/A,N
2905,三商,N/A,N/A,N/A,N/A,N
2906,高林,N/A,N/A,N/A,N/A,N
2908,特力,18488.00 ,特&#12050;(股)總部、楊梅物流中&#12092;及台中辦公室,1.2243 ,百萬營收,N
2910,統領,N/A,N/A,N/A,N/A,N
2911,麗嬰房,N/A,N/A,N/A,N/A,N
2912,統一超,3020304.20 ,"實際統計包含總部大樓及4,206家門市及24家商場、推估值包含9處區辦公室及2,425家門市。",397.0000 ,門市數,中華民國確信準則3000號
2913,農林,N/A,N/A,N/A,N/A,N
2915,潤泰全,28830.40 ,母公司,10.9700 ,百萬元營業額,N
2923,鼎固-KY,663345.00 ,包含上海打浦橋日月光中心、上海嘉定日月光中心、上海御華山以及重慶日月光中心，共計四據點。,7.1934 ,新台幣十萬元營收,N
2929,淘帝-KY,N/A,N/A,N/A,N/A,N
2939,凱羿-KY,N/A,N/A,N/A,N/A,N
2945,三商家購,N/A,N/A,N/A,N/A,N
3002,歐格,995.00 ,母公司,1.9680 ,百萬元營業額,N
3003,健和興,46371.00 ,僅母公司,0.0015 ,千元營業額,N
3004,豐達科,103.01 ,僅母公司,4.7000 ,百萬元營業額,N
3005,神基,652740.00 ,涵蓋神基投控暨其八家子公司,600.0000 ,百萬元營業額,GRI Standards依循選項與AA 1000 ASv3 Type1 中度保證等級的要求
3006,晶豪科,20499.00 ,母公司,1.2647 ,百萬元營業額,N
3008,大立光,931191.00 ,母公司,19.5300 ,百萬元營業額,N
3010,華立,4850.00 ,母公司及子公司(全順),4850.0000 ,公噸/仟萬元營業額,N
3011,今皓,N/A,N/A,N/A,N/A,N
3013,晟銘電,424265.00 ,包含合併財務報表之母子公司,N/A,N/A,N
3014,聯陽,14042.00 ,母公司,2.6900 ,百萬元營業額,N
3015,全漢,203650.00 ,母公司與部分子公司,0.0136 ,百萬元營業額,N
3016,嘉晶,632188.20 ,111/1/1至111/12/31,107.1500 ,百萬元營業額,N
3017,奇鋐,1567702.97 ,台灣高雄、深圳奇宏/興奇宏、東莞明鑫/興奇宏、成都奇宏、武漢奇宏/興奇宏、嘉善萬順達、越南,27.9900 ,"總用水量/營業額=1,567,702.97公噸/56,017 TWD’M = 27.99",N
3018,隆銘綠能,N/A,N/A,N/A,N/A,N
3019,亞光,110636.06 ,母公司,5.8000 ,百萬元營業額,N
3021,鴻名,3163.00 ,母公司自有辦公區500坪/租用辦公室101坪,N/A,N/A,N
3022,威強電,9216.00 ,僅母公司,1.7592 ,百萬元營業額,N
3023,信邦,62026.00 ,集團100%持股之11個據點,2.0290 ,"62,026(噸)/30,574.800 (新台幣百萬元,2022年營收)= 2.029",N
3024,憶聲,6701000.00 ,母公司,N/A,N/A,N
3025,星通,N/A,N/A,N/A,N/A,N
3026,禾伸堂,273689.00 ,母公司,16.7700 ,產品,N
3027,盛達,N/A,N/A,0.0009 ,百萬元營業額,N
3028,增你強,6749.00 ,範圍包含台灣區內湖總部辦公室,0.3469 ,百萬元營業額,N
3029,零壹,N/A,N/A,N/A,N/A,N
3030,德律,13587.00 ,母公司,4.6388 ,產品,N
3031,佰鴻,N/A,N/A,N/A,N/A,N
3032,偉訓,N/A,N/A,N/A,N/A,N
3033,威健,4060.00 ,威健在台灣營運據點為主（臺北內湖總公司、內湖倉儲中心、桃園倉儲中心及中南部聯絡處(新竹、臺中及高雄)）,0.1409 ,百萬元營業額,N
3034,聯詠,93489.00 ,母公司,0.8502 ,百萬元營業額,N
3035,智原,17645.00 ,母公司,1.5400 ,百萬元營業額,N
3036,文曄,12949.00 ,包含合併財務報表母子公司之台灣各營運據點，並新增香港物流中心。,0.3220 ,樓地板面積(平方公尺),N
3037,欣興,21340802.00 ,母公司及部份子公司,152.0000 ,百萬元營業額,AWS (國際水資源管理標準)
3038,全台,295870.00 ,母公司及東莞廠,45.3900 ,PCS,N
3040,遠見,0.50 ,母公司,N/A,N/A,N
3041,揚智,1608.00 ,僅母公司,0.0368 ,產品,N
3042,晶技,326820.00 ,2022年自來水總用量,30.8408 ,以個體營收計算，單位：新台幣百萬元,N
3043,科風,N/A,N/A,N/A,N/A,N
3044,健鼎,16795547.00 ,健鼎-平鎮/無錫/湖北廠區,0.2550 ,百萬元營業額,"由TUV驗證並取得白金等級,詳見我司官網www.tripod-tech.com"
3045,台灣大,294790.00 ,2022,0.0017 ,千元營業額,依中華民國會計研究發展基金會確信準則公報第3000 號「非屬歷史性財務資訊查核或核閱之確信案件」進行有限確信
3046,建碁,152.00 ,含合併財務報表之母子公司,0.0500 ,百萬元營業額,N
3047,訊舟,8987.00 ,僅母公司,2.2477 ,百萬元營業額,N
3049,精金,944001.00 ,自來水錶(2022/1/1~2022/12/31),0.3924 ,用水量(公噸)/營業額(仟元),N
3050,鈺德,32890.00 ,僅母公司,N/A,N/A,N
3051,力特,385557.00 ,母公司,130.8303 ,百萬元營業額,ISO14001
3052,夆典,1288.00 ,總部辦公處所(新北市中和區新民街112號4樓),1.4537 ,營業額以百萬計,N
3054,立萬利,N/A,N/A,N/A,N/A,N
3055,蔚華科,10497.00 ,僅母公司,16.9800 ,百萬元營業額,N
3056,富華新,52466.00 ,資料涵蓋母公司及子公司總太營造,N/A,N/A,N
3057,喬鼎,5110.00 ,母公司,6.3893 ,百萬元營業額,N
3058,立德,N/A,N/A,N/A,N/A,N
3059,華晶科,18.00 ,母公司,N/A,N/A,N
3060,銘異,81342.00 ,僅母公司桃園市龜山區範疇,N/A,N/A,N
3062,建漢,5052.00 ,111/1~111/12,N/A,N/A,N
3090,日電貿,0.16 ,母公司(新店廠辦及中和廠),N/A,N/A,N
3092,鴻碩,123020.00 ,合併財務報表之重要子公司-鴻碩蘇州公司,36.5890 ,百萬元營業額,ISO50001;2018
3094,聯傑,4329.00 ,母公司,14.6255 ,百萬元營業額,N
3130,一零四,7792.00 ,包含新店總公司,10.5900 ,員工人數,N
3138,耀登,3817.00 ,僅母公司,33.0000 ,人,N
3149,正達,128570.00 ,母公司,186.2682 ,百萬元營業額,N
3164,景岳,22430.00 ,"111年 用水量(度)
1月 1593
2月 1231
3月 1627
4月 1573
5月 1868
6月 2289
7月 2027
8月 1986
9月 2149
10月 2166
11月 2231
12月 1690",907.7600 ,產品,N
3167,大量,8906.00 ,僅母公司,N/A,N/A,N
3189,景碩,5700988.00 ,母公司,1.6833 ,產品,N
3209,全科,1469.00 ,僅包括母公司台灣總部,0.0200 ,百萬元營業額,N
3229,晟鈦,75440.00 ,合併財務報表之母子公司,92.0000 ,百萬元營業額,N
3231,緯創,3812479.85 ,母公司及全球主要營運與製造廠區(昆山廠、泰州廠、中山廠、重慶廠、成都廠、墨西哥廠、捷克廠、昆山光電廠及馬來西亞廠),4.1831 ,百萬元營業額,AA1000:2018
3257,虹冠電,1476.00 ,辦公室用水,2.9055 ,百萬元營業額,N
3266,昇陽,1.13 ,僅母公司,0.0170 ,員工人數67人,N
3296,勝德,223.00 ,僅母公司,N/A,N/A,N
3305,昇貿,20528.00 ,營運控制法,0.0050 ,公噸/千元營業額,N
3308,聯德,N/A,N/A,N/A,N/A,N
3311,閎暉,20939.00 ,本公司之子公司(旭榮電子(深圳)有限公司),104.5638 ,新台幣百萬元營業額,N
3312,弘憶股,N/A,N/A,N/A,N/A,N
3321,同泰,279668.00 ,母公司,2.9148 ,產品,N
3338,泰碩,N/A,N/A,N/A,N/A,N
3346,麗清,6122.00 ,母公司,N/A,N/A,N
3356,奇偶,N/A,N/A,N/A,N/A,N
3376,新日興,204510.00 ,僅母公司,2.3600 ,百萬元營業額,N
3380,明泰,51413.00 ,民國111年,51413.0000 ,民國111年用水量,N
3406,玉晶光,73673.00 ,母公司,73673.0000 ,百萬元營業額,N
3413,京鼎,299418.00 ,2022/01/01~2022/12/31,0.0201 ,千元營業額,N
3416,融程電,480.45 ,自來水水費單,N/A,N/A,N
3419,譁裕,12188.00 ,僅母公司,N/A,N/A,N
3432,台端,401.00 ,包含合併財務報表之母子公司,N/A,N/A,N
3437,榮創,50888.00 ,僅母公司,23.2690 ,百萬元營業額,N
3443,創意,15774.00 ,新竹總部,0.6500 ,百萬元營業額,N
3447,展達,180366.55 ,包含合併財務報表之母子公司,30.0300 ,百萬元營業額,N
3450,聯鈞,44240.00 ,母公司,N/A,N/A,N
3454,晶睿,13562.00 ,168+192+桃園廠區,N/A,N/A,N
3481,群創,18904748.00 ,群創光電(母公司)及子公司：寧波群志光電、寧波群輝光電、佛山群志光電、 南京群志光電、 上海群志光電,84.5000 ,百萬元營業額,ISO 14001
3494,誠研,17430.00 ,包含合併財務報表之母子公司,N/A,N/A,N
3501,維熹,109972.00 ,合併財務報表之母子公司(不含美日子公司),17.8600 ,百萬元營業額,N
3504,揚明光,88948.00 ,僅母公司,N/A,N/A,N
3515,華擎,4775.00 ,母公司,15.3000 ,員工人均用水量,N
3518,柏騰,N/A,N/A,N/A,N/A,N
3528,安馳,N/A,N/A,N/A,N/A,N
3530,晶相光,N/A,N/A,N/A,N/A,N
3532,台勝科,3040015.00 ,僅母公司,0.1850 ,百萬元營業額,N
3533,嘉澤,584123.00 ,本公司及廣州、蘇州、中山子公司,21.5600 ,百萬元營業額,N
3535,晶彩科,5410.00 ,僅母公司,3.7070 ,百萬元營業額,N
3543,州巧,N/A,N/A,N/A,N/A,N
3545,敦泰,N/A,N/A,N/A,N/A,N
3550,聯穎,N/A,N/A,N/A,N/A,N
3557,嘉威,398066.00 ,母公司及大陸子公司,70.8200 ,百萬元營業額,N
3563,牧德,10240.00 ,牧德科技股份有限公司,4.8710 ,百萬元營業額,N
3576,聯合再生,693929.00 ,母公司(竹科廠、竹南廠及台南廠),42.4300 ,百萬元營業額,N
3583,辛耘,351530.00 ,新竹縣湖口鄉中華路16號,N/A,N/A,N
3588,通嘉,3646.80 ,母公司(竹北及板橋office),2.3439 ,百萬元營業額,N
3591,艾笛森,11365.00 ,艾笛森中和所有廠區及子公司艾特中和廠區,38.8100 ,百萬元營業額,N
3592,瑞鼎,9559.00 ,母公司-瑞鼎科技,12.2900 ,人均用水量(公噸/年),N
3593,力銘,N/A,N/A,N/A,N/A,N
3596,智易,166291.00 ,台灣總部、中國生產中心及越南生產中心,2.3300 ,每月人均,N
3605,宏致,19533.00 ,東園廠及精工中心兩廠總度數,N/A,N/A,N
3607,谷崧,N/A,N/A,N/A,N/A,N
3617,碩天,7771.18 ,僅母公司（碩天科技台北總部與台南工廠）,N/A,N/A,ISO 14064-1
3622,洋華,10956.00 ,母公司,7.0867 ,百萬元營業額,N
3645,達邁,177125.00 ,母公司,97.5717 ,百萬元營業額,N
3652,精聯,5037.00 ,僅母公司,2.6895 ,百萬元營業額,N
3653,健策,936257.00 ,母公司,91.0600 ,百萬元營業額,ISO14001
3661,世芯-KY,0.23 ,台北總公司、新竹辦公室,N/A,N/A,N
3665,貿聯-KY,561871.00 ,涵蓋集團33個生產據點: 昆山貿聯廠、昆山翔光廠、常州廠、常州BCNC廠、深圳通盈廠、翔耀廠、康聯廠、廈門新視廠、百事聯廠、佛山城鉞廠、新加 坡加冷廠、馬來西亞柔佛廠、馬來西亞檳城廠、加州廠、密西根廠、德州廠、墨西哥廠、加拿大廠、塞爾維亞廠、斯洛伐克廠、德國廠、法國廠、捷克廠、義大利廠等。,10.5000 ,百萬元營業額,N
3669,圓展,18180.00 ,母公司,6.0400 ,百萬元營業額,N
3673,TPK-KY,3744674.00 ,包含合併財務報表之母子公司,0.0400 ,千元營業額,N
3679,新至陞,4307.00 ,111.01~111.12,3.8250 ,百萬元營業額,N
3686,達能,1.06 ,包含合併財務報表之母子公司,0.0200 ,百萬元營業額,N
3694,海華,141122.00 ,上海子公司廠區,112.9000 ,員工人數,N
3701,大眾控,N/A,N/A,N/A,N/A,N
