id,name,harmful_trash_ton,harmful_trash_boundary,harmless_trash_ton,harmless_trash_boundary,trash_ton,trash_boundary,intensity_trash,intensity_trash_unit,trash_ISO
1904,正隆,0,母公司,335986,母公司,335986,母公司,0.23,噸/噸(工紙、家品、紙與紙板),N
1905,華紙,0,華紙合併財報之台灣、大陸生產據點,255767,華紙合併財報之台灣、大陸生產據點,255767,華紙合併財報之台灣、大陸生產據點,N/A,N/A,N
1906,寶隆,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N
1907,永豐餘,N/A,永豐餘年報所稱三大事業群（林漿紙事業群、工紙紙器事業群、消費品事業群）之台灣、大陸、越南合計35個生產據點。,N/A,永豐餘年報所稱三大事業群（林漿紙事業群、工紙紙器事業群、消費品事業群）之台灣、大陸、越南合計35個生產據點。,537743,永豐餘年報所稱三大事業群（林漿紙事業群、工紙紙器事業群、消費品事業群）之台灣、大陸、越南合計35個生產據點。,0.27,產品,N
1909,榮成,27.61,全台灣廠區,52980.36,全台灣廠區,53007.97,全台灣廠區,1,百萬元營業額,N
2002,中鋼,58.3,母公司,559748.4,母公司,559806.7,母公司,0.07,廢棄物量(公噸)/鋼胚(公噸),ISO 14001
2006,東和鋼鐵,33601,母公司生產廠區 (桃園廠、苗栗廠、高雄廠) 廢棄物處理,320186,母公司生產廠區 (桃園廠、苗栗廠、高雄廠) 廢棄物處理,353787,母公司生產廠區 (桃園廠、苗栗廠、高雄廠) 廢棄物處理,0.17,公噸鋼胚產量,ISO 14001
2007,燁興,243,本公司,8030,本公司,8273,本公司,1.21,百萬元營業額,N
2008,高興昌,0.03,總公司(無子公司)含屏南廠,435.4,總公司(無子公司)含屏南廠,435.43,總公司(無子公司)含屏南廠,0.01,產品,ISO 14001
2009,第一銅,796.34,僅計算第一伸銅科技股份有限公司臨海廠,335.39,僅計算第一伸銅科技股份有限公司臨海廠,1131.73,僅計算第一伸銅科技股份有限公司臨海廠,0.11,產品,ISO 14001
2010,春源,0,台灣總公司及北中南各生產營業據點,12480,台灣總公司及北中南各生產營業據點,12480,台灣總公司及北中南各生產營業據點,0.03,產品,ISO 14001
2012,春雨,7907.86,母公司,2219.5,母公司,10127.36,母公司,0,千元營業額,ISO 14001
2013,中鋼構,0,僅母公司,1387.7,僅母公司,1387.7,僅母公司,N/A,N/A,N
2014,中鴻,17744.48,母公司,87346.81,母公司,105091.28,母公司,0.04,產品,N
2015,豐興,32434,僅母公司,354464,僅母公司,386898,僅母公司,10.02,百萬元營業額,ISO 14001
2017,官田鋼,0,官田廠、麻豆廠,2583.97,官田廠、麻豆廠,2583.97,官田廠、麻豆廠,0.95,百萬元營業額,N
2020,美亞,N/A,111年度,N/A,111年度,7200.65,111年度,0,營業額單位：千元營業額,ISO 14001
2022,聚亨,1294.79,母公司,1067.19,母公司,2361.98,母公司,0.05,產品,N
2023,燁輝,160,燁輝企業股份有限公司(僅母公司),2988,燁輝企業股份有限公司(僅母公司),3148,燁輝企業股份有限公司(僅母公司),1.6,百萬元營業額,確信準則 3000號
2024,志聯,769,廢酸+生活垃圾,175,廢酸+生活垃圾,944,廢酸+生活垃圾,0.81,百萬元營業額,ISO 14001
2025,千興,N/A,僅母公司,N/A,僅母公司,1213.79,僅母公司,0,千元營業額,N
2027,大成鋼,0,僅母公司,715.53,僅母公司,715.53,僅母公司,0.02,產品,N
2028,威致,20830,個別公司,129025,個別公司,149855,個別公司,N/A,N/A,N
2029,盛餘,6.8,統計2022年有害/一般污泥產出量,1540.09,統計2022年有害/一般污泥產出量,1546.89,統計2022年有害/一般污泥產出量,4.21,產品,N
2030,彰源,N/A,一廠、二廠、三廠、大連廠、元山廠、元富廠、員製課、南營部、北營部,N/A,一廠、二廠、三廠、大連廠、元山廠、元富廠、員製課、南營部、北營部,330.61,一廠、二廠、三廠、大連廠、元山廠、元富廠、員製課、南營部、北營部,0,生產量,ISO 14001
2031,新光鋼,0,事業廢棄物(含生活垃圾),179.13,事業廢棄物(含生活垃圾),179.13,事業廢棄物(含生活垃圾),0.01,百萬元營業額,N
2032,新鋼,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N
2033,佳大,1003.95,母公司,158.79,母公司,1162.74,母公司,1.43,百萬元營業額,N
2034,允強,350.3,僅母公司所有廠區,772.23,僅母公司所有廠區,1122.53,僅母公司所有廠區,0.01,產品,ISO 14001
2038,海光,5733.42,"有害：集塵灰產出
非有害：氧化碴、還原碴產出",39692.85,"有害：集塵灰產出
非有害：氧化碴、還原碴產出",45426.27,"有害：集塵灰產出
非有害：氧化碴、還原碴產出",4.11,百萬元營業額,N
2049,上銀,349,包含上銀科技股份有限公司(營運總部、台中廠區、雲林廠區及嘉義廠區),11245,包含上銀科技股份有限公司(營運總部、台中廠區、雲林廠區及嘉義廠區),11594,包含上銀科技股份有限公司(營運總部、台中廠區、雲林廠區及嘉義廠區),0.52,百萬元營業額,ISO 14001:2015
2059,川湖,44.88,母公司及子公司川益科技(股)公司兩個廠區,257.96,母公司及子公司川益科技(股)公司兩個廠區,302.84,母公司及子公司川益科技(股)公司兩個廠區,0.02,千組產品,ISO 14001
2062,橋椿,100.11,母公司,1179.12,母公司,1279.23,母公司,0.39,產品,GRI準則
2069,運錩,0,僅母公司所有廠區,25.32,僅母公司所有廠區,25.32,僅母公司所有廠區,N/A,N/A,ISO 14001
2101,南港,N/A,企業永續報告書(111年總量),N/A,企業永續報告書(111年總量),2570.47,企業永續報告書(111年總量),0.08,產品,ISO 14001
2102,泰豐,0,僅母公司,995.76,僅母公司,995.76,僅母公司,0.08,每噸產品,N
2103,台橡,2144.63,合併財務報表之母子公司,3260,合併財務報表之母子公司,5404.63,合併財務報表之母子公司,10.01,每千噸產品產量,中華民國會計研究發展基金會所發佈確信準則公報3000號進行SASB指標之有限確信
2104,國際中橡,181.5,國際中橡100%持有之子公司林園先進。,1312.7,國際中橡100%持有之子公司林園先進。,1494.2,國際中橡100%持有之子公司林園先進。,0.01,產品,N
2105,正新,1.34,母公司,2991.5,母公司,2992.84,母公司,0.02,產品,N
2106,建大,N/A,台灣地區,N/A,台灣地區,2168.26,台灣地區,0.06,百萬元營業額,ISO 14001
2107,厚生,0,厚生 桃園廠,160.5,厚生 桃園廠,160.5,厚生 桃園廠,0.08,百萬元營業額,N
2108,南帝,22.82,僅母公司,1604.45,僅母公司,1627.27,僅母公司,12.07,產量千噸,N
2109,華豐,0,一般事業廢棄物及廢橡膠總量,458.66,一般事業廢棄物及廢橡膠總量,458.66,一般事業廢棄物及廢橡膠總量,0.08,百萬元營業額,ISO 14001
2114,鑫永銓,N/A,母公司,N/A,母公司,633,母公司,0.34,百萬元營業額,N
2115,六暉-KY,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N
2201,裕隆,18.11,裕隆汽車製造(股)公司三義廠區,2531.17,裕隆汽車製造(股)公司三義廠區,2549.28,裕隆汽車製造(股)公司三義廠區,0.11,百萬營業額,N
2204,中華,44.84,楊梅廠+新竹廠,4513.73,楊梅廠+新竹廠,4558.57,楊梅廠+新竹廠,0.04,產品為楊梅廠+新竹廠年車輛生產台數總量,ISO 14001
2206,三陽工業,0,母公司(新竹廠),8737.63,母公司(新竹廠),8737.63,母公司(新竹廠),0.24,百萬元營業額,N
2207,和泰車,N/A,母公司,N/A,母公司,76.5,母公司,0.14,人數,N
2208,台船,609.91,台船高雄廠,2695.52,台船高雄廠,3305.43,台船高雄廠,3305.43,"22,753,512仟元產值",N
2211,長榮鋼,0,僅母公司(長榮鋼鐵),8445.89,僅母公司(長榮鋼鐵),8445.89,僅母公司(長榮鋼鐵),0.74,百萬元營業額,N
2227,裕日車,N/A,母公司,N/A,母公司,64.1,母公司,0.18,人均生活廢棄物產出量(公噸/年-人),ISO 14001
2228,劍麟,22.43,僅母公司,182.88,僅母公司,205.31,僅母公司,0.13,百萬元營業額,ISO 14001
2231,為升,5023,無資料,28649.71,無資料,33672.71,無資料,N/A,N/A,N
2233,宇隆,87.87,僅母公司,313,僅母公司,400.87,僅母公司,N/A,N/A,N
2236,百達-KY,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N
2239,英利-KY,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N
2241,艾姆勒,35.71,母公司,55.78,母公司,91.49,母公司,0,產品,N
2243,宏旭-KY,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N
2247,汎德永業,N/A,合併財報之母子公司,N/A,合併財報之母子公司,503.26,合併財報之母子公司,0.01,百萬元營業額,N
2250,IKKA-KY,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N
2301,光寶科,2575,"包含母公司與合併財報之部分子公司
光寶科技股份有限公司、光寶電子(天津)有限公司、光寶網絡通訊(東莞)有限公司、光寶光電(常州)有限公司、光寶科技(常州)有限公司、光寶電子(東莞)有限公司、光寶電源科技(東莞)有限公司、旭麗電子(東莞)有限公司、惠州市力信電子有限公司、光寶電子(廣州)有限公司、建興光電科技(北海)有限公司、敦揚(廣州)汽車電子有限公司、光寶智能汽車(廣州)有限公司、LITE-ON VIETNAM CO., LTD.、Lite-On Electronics (Thailand) Co., Ltd.、LITE-ON POWER ELECTRONIC INDIA PRIVATE LIMITED",4821,"包含母公司與合併財報之部分子公司
光寶科技股份有限公司、光寶電子(天津)有限公司、光寶網絡通訊(東莞)有限公司、光寶光電(常州)有限公司、光寶科技(常州)有限公司、光寶電子(東莞)有限公司、光寶電源科技(東莞)有限公司、旭麗電子(東莞)有限公司、惠州市力信電子有限公司、光寶電子(廣州)有限公司、建興光電科技(北海)有限公司、敦揚(廣州)汽車電子有限公司、光寶智能汽車(廣州)有限公司、LITE-ON VIETNAM CO., LTD.、Lite-On Electronics (Thailand) Co., Ltd.、LITE-ON POWER ELECTRONIC INDIA PRIVATE LIMITED",7396,"包含母公司與合併財報之部分子公司
光寶科技股份有限公司、光寶電子(天津)有限公司、光寶網絡通訊(東莞)有限公司、光寶光電(常州)有限公司、光寶科技(常州)有限公司、光寶電子(東莞)有限公司、光寶電源科技(東莞)有限公司、旭麗電子(東莞)有限公司、惠州市力信電子有限公司、光寶電子(廣州)有限公司、建興光電科技(北海)有限公司、敦揚(廣州)汽車電子有限公司、光寶智能汽車(廣州)有限公司、LITE-ON VIETNAM CO., LTD.、Lite-On Electronics (Thailand) Co., Ltd.、LITE-ON POWER ELECTRONIC INDIA PRIVATE LIMITED",0.18,百萬元營業額,ISO 14001
2302,麗正,1.02,母子公司,35.69,母子公司,36.71,母子公司,0.12,產品,ISO 14001
2303,聯電,25146,母公司(含新加坡分公司),20686,母公司(含新加坡分公司),45832,母公司(含新加坡分公司),0.18,wafer-m2,ISO 14001
2305,全友,0,母公司,1.8,母公司,1.8,母公司,0.01,百萬元營業額,N
2308,台達電,6390,全球據點,47772,全球據點,54162,全球據點,4.93,產值(單位：百萬美金),UL2799、ISO14001
2312,金寶,3872.31,合併財務報表之母子公司,15202.89,合併財務報表之母子公司,19075.2,合併財務報表之母子公司,0.11,百萬元營業額,N
2313,華通,11668.3,111年度,3039.5,111年度,14707.8,111年度,1.24,百萬元營業額,N
2314,台揚,8.18,111年2月至112年1月,60.74,111年2月至112年1月,68.92,111年2月至112年1月,0.02,百萬元營業額,ISO 14001
2316,楠梓電,2046.69,僅母公司,1086.05,僅母公司,3132.74,僅母公司,0,產品,N
2317,鴻海,141950,包含合併財務報表母子公司,676503,包含合併財務報表母子公司,818453,包含合併財務報表母子公司,0.12,百萬元營業額,ISO 9001、ISO 14001、UL 2799
2321,東訊,0,生活垃圾+一般事業廢棄物(包含政策性成品報廢數量),9.98,生活垃圾+一般事業廢棄物(包含政策性成品報廢數量),9.98,生活垃圾+一般事業廢棄物(包含政策性成品報廢數量),79,產品,N
2323,中環,27.47,111/01/01~111/12/31,136.54,111/01/01~111/12/31,164.01,111/01/01~111/12/31,0.05,百萬元營業額,N
2324,仁寶,1002.2,母公司、仁寶(越南)、仁寶電腦(重慶)、仁寶電腦(成都)及仁寶視訊電子(昆山)、仁寶電子科技(昆山)、仁寶資訊工業(昆山)、仁寶信息技術(昆山)、仁寶數碼科技（昆山）、吉寶通訊（南京）、重慶翊寶智慧電子裝置及Compalead Eletr&#244;nica do Brasil Ind&#250;stria e Com&#233;rcio,8321.5,母公司、仁寶(越南)、仁寶電腦(重慶)、仁寶電腦(成都)及仁寶視訊電子(昆山)、仁寶電子科技(昆山)、仁寶資訊工業(昆山)、仁寶信息技術(昆山)、仁寶數碼科技（昆山）、吉寶通訊（南京）、重慶翊寶智慧電子裝置及Compalead Eletr&#244;nica do Brasil Ind&#250;stria e Com&#233;rcio,9323.7,母公司、仁寶(越南)、仁寶電腦(重慶)、仁寶電腦(成都)及仁寶視訊電子(昆山)、仁寶電子科技(昆山)、仁寶資訊工業(昆山)、仁寶信息技術(昆山)、仁寶數碼科技（昆山）、吉寶通訊（南京）、重慶翊寶智慧電子裝置及Compalead Eletr&#244;nica do Brasil Ind&#250;stria e Com&#233;rcio,0.01,百萬元營業額,UL2799：仁寶信息技術(昆山)
2327,國巨,5143.01,母公司,3954.34,母公司,9097.35,母公司,2.26,百萬營業額,ISO 14001
2328,廣宇,0,母公司,8.6,母公司,8.6,母公司,0,百萬元營業額,N
2329,華泰,173.96,2022.01.01~2022.12.31,2317.4,2022.01.01~2022.12.31,2491.36,2022.01.01~2022.12.31,0.16,百萬元營業額,N
2330,台積電,401215,台灣廠區及部分子公司,342804,台灣廠區及部分子公司,744019,台灣廠區及部分子公司,0.99,單位晶圓委外廢棄物處理量（公斤／十二吋晶圓當量- 光罩數）,UL2799
2331,精英,0,"精英電腦臺灣總部大樓；
精英電腦臺灣總部大樓為辦公大樓，無生產製造場所，故廢棄物來源為一般生活廢棄物，無有害事業廢棄物。",104.79,"精英電腦臺灣總部大樓；
精英電腦臺灣總部大樓為辦公大樓，無生產製造場所，故廢棄物來源為一般生活廢棄物，無有害事業廢棄物。",104.79,"精英電腦臺灣總部大樓；
精英電腦臺灣總部大樓為辦公大樓，無生產製造場所，故廢棄物來源為一般生活廢棄物，無有害事業廢棄物。",0.15,"104.79公噸/717人；精英總部大樓2022年人均生活廢棄物產生量為146.15公斤/人.年；精英總部大樓總垃圾量104.79公噸, 資源回收量19.27公噸",N
2332,友訊,N/A,僅母公司大樓,N/A,僅母公司大樓,12.98,僅母公司大樓,0.03,員工人數,N
2337,旺宏,6954,旺宏總部、晶圓二廠、晶圓五廠、測試廠,4349,旺宏總部、晶圓二廠、晶圓五廠、測試廠,11303,旺宏總部、晶圓二廠、晶圓五廠、測試廠,0.26,百萬元營業額,N
2338,光罩,73.05,僅母公司,40.53,僅母公司,113.58,僅母公司,N/A,N/A,N
2340,台亞,342.4,創新廠及力行廠,428.82,創新廠及力行廠,771.22,創新廠及力行廠,0.17,百萬元營業額,ISO 14001
2342,茂矽,275,僅母公司,217,僅母公司,492,僅母公司,0.05,產品,N
2344,華邦電,4608,母公司,4976,母公司,9584,母公司,N/A,N/A,ISO 14001
2345,智邦,6.2,母公司。,1603.2,母公司。,1609.4,母公司。,0.02,百萬元營業額,N
2347,聯強,0,僅母公司,200,僅母公司,200,僅母公司,0,服務,ISO 14001
2348,海悅,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N
2349,錸德,N/A,僅母公司,N/A,僅母公司,179.85,僅母公司,N/A,N/A,N
2351,順德,1007.21,母公司,548.18,母公司,1555.39,母公司,0,千元營業額,ISO 14001
2352,佳世達,877.44,佳世達台灣/蘇州/越南廠區,2648.7,佳世達台灣/蘇州/越南廠區,3526.14,佳世達台灣/蘇州/越南廠區,0.84,百萬元營業額,ISO 14001
2353,宏碁,N/A,包含合併財務報表之母子公司,N/A,包含合併財務報表之母子公司,2164.67,包含合併財務報表之母子公司,0.01,百萬元營業額,N
2354,鴻準,1096.3,鴻準集團主要廠區,5359.8,鴻準集團主要廠區,6456.1,鴻準集團主要廠區,0.07,百萬元營業額,ISO9001；ISO14001
2355,敬鵬,N/A,母公司+ 子公司 敬鵬(常熟)電子有限公司,N/A,母公司+ 子公司 敬鵬(常熟)電子有限公司,44767.7,母公司+ 子公司 敬鵬(常熟)電子有限公司,0.01,M2,ISO 14001
2356,英業達,835.25,"英業達股份有限公司Inventec Corporation
(士林廠 Shilin site(IET)、桃園廠 Taoyuan site(TAO)、桃園廠 Taoyuan site(TRDC/ITO)、
英業達(重慶)有限公司Inventec (Chongqing) Corporation (ICC)、
英業達科技有限公司Inventec (Pudong) Technology Corporation (IPT)、
上海順詮科技有限公司SQ Technology (Shanghai) Corporation (SQT)、
Inventec (Czech) S.R.O. (ICZ)、
IEC Technologies, S . de R. L. de C. V. (IMX)",26215.07,"英業達股份有限公司Inventec Corporation
(士林廠 Shilin site(IET)、桃園廠 Taoyuan site(TAO)、桃園廠 Taoyuan site(TRDC/ITO)、
英業達(重慶)有限公司Inventec (Chongqing) Corporation (ICC)、
英業達科技有限公司Inventec (Pudong) Technology Corporation (IPT)、
上海順詮科技有限公司SQ Technology (Shanghai) Corporation (SQT)、
Inventec (Czech) S.R.O. (ICZ)、
IEC Technologies, S . de R. L. de C. V. (IMX)",27050.32,"英業達股份有限公司Inventec Corporation
(士林廠 Shilin site(IET)、桃園廠 Taoyuan site(TAO)、桃園廠 Taoyuan site(TRDC/ITO)、
英業達(重慶)有限公司Inventec (Chongqing) Corporation (ICC)、
英業達科技有限公司Inventec (Pudong) Technology Corporation (IPT)、
上海順詮科技有限公司SQ Technology (Shanghai) Corporation (SQT)、
Inventec (Czech) S.R.O. (ICZ)、
IEC Technologies, S . de R. L. de C. V. (IMX)",5979.75,公噸/千億營業額,ISO 14001
2357,華碩,N/A,華碩HQ,N/A,華碩HQ,448.81,華碩HQ,448.81,千元營業額,ISO 14001
2358,廷鑫,0,母公司,3278,母公司,3278,母公司,N/A,N/A,N
2359,所羅門,N/A,所羅門辦公大樓,N/A,所羅門辦公大樓,51.77,所羅門辦公大樓,N/A,N/A,N
2360,致茂,27.27,母公司及台灣地區分公司,554.63,母公司及台灣地區分公司,581.9,母公司及台灣地區分公司,0.03,百萬元營業額,ISO 14001
2362,藍天,48.3,台北總部辦公室、主要製造廠：昆山廠,509,台北總部辦公室、主要製造廠：昆山廠,557.3,台北總部辦公室、主要製造廠：昆山廠,0.03,百萬元營業額,N
2363,矽統,N/A,廢棄物申報三聯單,N/A,廢棄物申報三聯單,47.68,廢棄物申報三聯單,N/A,N/A,N
2364,倫飛,0,僅本公司高雄廠資料,13.6,僅本公司高雄廠資料,13.6,僅本公司高雄廠資料,N/A,N/A,ISO 14001
2365,昆盈,2.41,台北總公司及東莞廠,25.39,台北總公司及東莞廠,27.79,台北總公司及東莞廠,N/A,N/A,ISO 14001
2367,燿華,8270,僅母公司,3138,僅母公司,11408,僅母公司,0,產品,N
2368,金像電,N/A,母子公司,N/A,母子公司,67975,母子公司,2.07,百萬元營業額,ISO 45001
2369,菱生,61.03,111年1月~12月,882.12,111年1月~12月,943.15,111年1月~12月,0.25,產品,ISO 14001
2371,大同,8.38,僅母公司,3207.42,僅母公司,3215.8,僅母公司,3215.8,"16,792,440千元營業額",ISO 14001
2373,震旦行,0,僅母公司,311.07,僅母公司,311.07,僅母公司,0,千元營業額,N
2374,佳能,0.6,111年度,42,111年度,42.6,111年度,0.01,百萬元營業額,ISO 14001
2375,凱美,N/A,子公司,N/A,子公司,93.4,子公司,N/A,N/A,N
2376,技嘉,141.57,技嘉科技營運總部、桃園南平廠、中國東莞廠和中國寧波廠。,2073.25,技嘉科技營運總部、桃園南平廠、中國東莞廠和中國寧波廠。,2214.82,技嘉科技營運總部、桃園南平廠、中國東莞廠和中國寧波廠。,0.02,百萬元營業額,ISO 14064-1：2018 類別4 營運廢棄物
2377,微星,168.57,5788.415,5619.84,5788.415,5788.41,5788.415,0.03,百萬元營業額,ISO 14001
2379,瑞昱,11.55,包含瑞昱新竹營運總部,20.32,包含瑞昱新竹營運總部,31.87,包含瑞昱新竹營運總部,18.18,億元營業額,N
2380,虹光,24.2,母公司,15.38,母公司,39.58,母公司,0.02,百萬元營業額,N
2382,廣達,2525.29,廣達電腦(股)公司臺灣總部QRDC及廣達台灣製造城QTMC、廣達上海製造城QSMC、廣達重慶製造城QCMC、廣達泰國廠QMB,100452.88,廣達電腦(股)公司臺灣總部QRDC及廣達台灣製造城QTMC、廣達上海製造城QSMC、廣達重慶製造城QCMC、廣達泰國廠QMB,102978.16,廣達電腦(股)公司臺灣總部QRDC及廣達台灣製造城QTMC、廣達上海製造城QSMC、廣達重慶製造城QCMC、廣達泰國廠QMB,N/A,N/A,ISO 14001
2383,台光電,19148.04,合併財務報表之母子公司(不含美國子公司),10882.71,合併財務報表之母子公司(不含美國子公司),30030.75,合併財務報表之母子公司(不含美國子公司),0,千元營業額,N
2385,群光,N/A,群光電子(含海外各廠區，不含子公司),N/A,群光電子(含海外各廠區，不含子公司),4066.27,群光電子(含海外各廠區，不含子公司),0.06,百萬元營業額,ISO 14001
2387,精元,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N
2388,威盛,N/A,威盛台北總公司,N/A,威盛台北總公司,32.6,威盛台北總公司,0,百萬元營業額,威盛台北總公司
2390,云辰,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N
2392,正崴,2047,母公司及主要生產基地之子公司,6701,母公司及主要生產基地之子公司,8748,母公司及主要生產基地之子公司,0.07,百萬元營業額,UL2799廢棄物零填埋認證
2393,億光,141.9,苗栗苑裡廠、苗栗銅鑼廠、蘇州吳江廠、廣東中山廠,2265.12,苗栗苑裡廠、苗栗銅鑼廠、蘇州吳江廠、廣東中山廠,2407.02,苗栗苑裡廠、苗栗銅鑼廠、蘇州吳江廠、廣東中山廠,N/A,N/A,N
2395,研華,242.05,邊界範疇包含研華台灣(瑞光、陽光、林口、東湖)、中國昆山廠區、日本廠區、韓國廠區、美國廠區及歐洲廠區,1000.48,邊界範疇包含研華台灣(瑞光、陽光、林口、東湖)、中國昆山廠區、日本廠區、韓國廠區、美國廠區及歐洲廠區,1242.53,邊界範疇包含研華台灣(瑞光、陽光、林口、東湖)、中國昆山廠區、日本廠區、韓國廠區、美國廠區及歐洲廠區,0.02,百萬元營業額,AA1000
2397,友通,3.54,友通資訊之組織邊界設定以營運控制權為主，友通包括汐止遠雄總部、新店辦公室及桃園工廠。,0,友通資訊之組織邊界設定以營運控制權為主，友通包括汐止遠雄總部、新店辦公室及桃園工廠。,3.54,友通資訊之組織邊界設定以營運控制權為主，友通包括汐止遠雄總部、新店辦公室及桃園工廠。,N/A,N/A,N
2399,映泰,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N
2401,凌陽,N/A,僅母公司,N/A,僅母公司,101.03,僅母公司,0.15,百萬元營業額,ISO 14001
2402,毅嘉,125.21,母公司,39.79,母公司,165,母公司,0.03,百萬元營業額,N
2404,漢唐,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N
2405,輔信,N/A,母公司,N/A,母公司,0.06,母公司,N/A,N/A,N
2406,國碩,16.3,國碩二廠和國碩新豐廠,139.9,國碩二廠和國碩新豐廠,156.2,國碩二廠和國碩新豐廠,0,千元營業額,N
2408,南亞科,17598,母公司,6383,母公司,23981,母公司,0.02,千顆晶粒,ISO 14001
2409,友達,13397.11,友達全球營運據點,62806.97,友達全球營運據點,76204.08,友達全球營運據點,0,產品,ISO9001及 ISO14001
2412,中華電,N/A,2022年ESG永續報告書,N/A,2022年ESG永續報告書,7133.02,2022年ESG永續報告書,N/A,N/A,ISO 14001
2413,環科,4,母公司,10,母公司,14,母公司,0,百萬元營業額,N
2414,精技,0,僅母公司之文件(紙張)銷毀量,2.1,僅母公司之文件(紙張)銷毀量,2.1,僅母公司之文件(紙張)銷毀量,0.01,億營業額,N
2415,錩新,2153.82,母公司+錩新科技(越南)公司,68.22,母公司+錩新科技(越南)公司,2222.04,母公司+錩新科技(越南)公司,2222.04,百萬元營業額,N
2417,圓剛,0,母公司,13.07,母公司,13.07,母公司,N/A,N/A,N
2419,仲琦,139.57,總部+海外據點(越南工廠),612.11,總部+海外據點(越南工廠),751.68,總部+海外據點(越南工廠),1.81,百萬元營業額,ISO9001/ISO14001
2420,新巨,1.99,五股廠、樹林廠、新豪廠,23.99,五股廠、樹林廠、新豪廠,25.98,五股廠、樹林廠、新豪廠,0.08,百萬元營業額,N
2421,建準,43.44,高雄總部及工廠、昆山廣興電子有限公司、北海建準電子有限公司、北海立準電子有限公司、Sunon Electronics Philippines Corp,67.24,高雄總部及工廠、昆山廣興電子有限公司、北海建準電子有限公司、北海立準電子有限公司、Sunon Electronics Philippines Corp,110.68,高雄總部及工廠、昆山廣興電子有限公司、北海建準電子有限公司、北海立準電子有限公司、Sunon Electronics Philippines Corp,0.01,百萬元營業額,ISO 14001
2423,固緯,0.66,母公司,28.36,母公司,29.02,母公司,N/A,N/A,N
2424,隴華,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N
2425,承啟,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N
2426,鼎元,384.4,僅母公司,182.2,僅母公司,566.6,僅母公司,0.26,百萬元營業額,ISO 14001
2427,三商電,N/A,桃園倉庫,N/A,桃園倉庫,76.55,桃園倉庫,0.11,百萬元營業額,N
2428,興勤,376.35,本公司所有廠區及子公司元耀科技股份有限公司、興勤(常州)電子有限公司、東莞為勤電子有限公司、興勤(宜昌)電子有限公司及江西興勤電子有限公司,218690.81,本公司所有廠區及子公司元耀科技股份有限公司、興勤(常州)電子有限公司、東莞為勤電子有限公司、興勤(宜昌)電子有限公司及江西興勤電子有限公司,219067.16,本公司所有廠區及子公司元耀科技股份有限公司、興勤(常州)電子有限公司、東莞為勤電子有限公司、興勤(宜昌)電子有限公司及江西興勤電子有限公司,0.02,KPCS產品,N
2429,銘旺科,N/A,僅母公司,N/A,僅母公司,21.64,僅母公司,N/A,N/A,N
2430,燦坤,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N
2431,聯昌,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N
2432,倚天酷碁-創,N/A,僅申報公司,N/A,僅申報公司,1.27,僅申報公司,0,百萬元營業額,N
2433,互盛電,N/A,僅母公司,N/A,僅母公司,78.2,僅母公司,0,千元營業額,N
2434,統懋,0,母公司,12.05,母公司,12.05,母公司,0.25,百萬元營業額,N
2436,偉詮電,N/A,新竹廠區,N/A,新竹廠區,1.81,新竹廠區,0,百萬元營業額,"111年12月底進行ISO14001第三方外部驗證,112年3月取得ISO14001證書"
2438,翔耀,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N
2439,美律,N/A,母公司與部分合併財務報表之子公司,N/A,母公司與部分合併財務報表之子公司,472.02,母公司與部分合併財務報表之子公司,0.01,百萬元營業額,ISO 14001
2440,太空梭,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N
2441,超豐,322.81,公義廠及頭份廠,1707.07,公義廠及頭份廠,2029.89,公義廠及頭份廠,0.13,百萬元營業額,ISO 14001
2442,新美齊,N/A,111年新美齊新建工程建案,N/A,111年新美齊新建工程建案,2791,111年新美齊新建工程建案,N/A,N/A,N
2443,昶虹,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N
2444,兆勁,7,母公司,140,母公司,147,母公司,0,百萬元營業額,ISO 14001
2449,京元電子,269.1,包含合併財務報表之母子公司,2753,包含合併財務報表之母子公司,3022.1,包含合併財務報表之母子公司,8.1,億元,ISO 14001
2450,神腦,0,新店總公司共10間辦公室,27.11,新店總公司共10間辦公室,27.11,新店總公司共10間辦公室,0.08,公噸/人,N
2451,創見,N/A,僅母公司,N/A,僅母公司,216.84,僅母公司,0.02,百萬元營業額,N
